FG,Dist,portion_from_2,portion_from_0_to_3,portion_from_3_to_10,portion_from_10_to_16,portion_from_over_16,portion_from_3,portion_from_3_corner,portion_from_3_top,percentage_from_2,percentage_from_0_to_3,percentage_from_3_to_10,percentage_from_10_to_16,percentage_from_over_16,percentage_from_3,percentage_from_3_corner,percentage_from_3_top,portion_assisted_2,portion_assisted_3,heaves_attempted,heaves_made,year,Team
0.448,10.1,0.881,0.367,0.144,0.169,0.202,0.119,0.033677,0.085323,0.466,0.58,0.407,0.352,0.398,0.311,0.345,0.297580195,0.567,0.91,6,1,2003,Philadelphia 76ers
0.458,11.4,0.872,0.321,0.117,0.171,0.262,0.128,0.027264,0.100736,0.474,0.616,0.381,0.373,0.408,0.345,0.394,0.331738247,0.535,0.887,16,0,2007,Philadelphia 76ers
0.431,12.4,0.673,0.311,0.166,0.096,0.099,0.327,0.076518,0.250482,0.476,0.628,0.341,0.361,0.338,0.339,0.366,0.330751958,0.501,0.861,14,1,2016,Philadelphia 76ers
0.46,10.9,0.857,0.359,0.116,0.154,0.227,0.143,0.037323,0.105677,0.483,0.614,0.402,0.396,0.378,0.317,0.367,0.299341001,0.516,0.831,23,1,2008,Philadelphia 76ers
0.461,12.4,0.816,0.258,0.175,0.17,0.213,0.184,0.044896,0.139104,0.485,0.672,0.379,0.412,0.405,0.355,0.403,0.339507937,0.557,0.831,15,0,2011,Philadelphia 76ers
0.442,13.2,0.651,0.309,0.149,0.092,0.1,0.349,0.053746,0.295254,0.496,0.638,0.376,0.384,0.344,0.34,0.406,0.327985816,0.541,0.875,8,0,2017,Philadelphia 76ers
0.447,10.8,0.876,0.276,0.206,0.211,0.184,0.124,0.029016,0.094984,0.464,0.71,0.289,0.358,0.414,0.326,0.388,0.307060052,0.554,0.878,8,0,2001,Philadelphia 76ers
0.408,12.4,0.681,0.318,0.172,0.068,0.114,0.319,0.056782,0.262218,0.449,0.592,0.318,0.325,0.317,0.32,0.341,0.315452555,0.52,0.873,16,0,2015,Philadelphia 76ers
0.437,12,0.784,0.323,0.12,0.129,0.213,0.216,0.054648,0.161352,0.462,0.587,0.374,0.349,0.391,0.348,0.414,0.325646586,0.521,0.869,7,0,2005,Philadelphia 76ers
0.46,12.1,0.794,0.311,0.127,0.146,0.209,0.206,0.051706,0.154294,0.491,0.615,0.427,0.387,0.416,0.343,0.399,0.324233645,0.502,0.865,22,1,2010,Philadelphia 76ers
0.458,11.1,0.842,0.328,0.15,0.145,0.22,0.158,0.041554,0.116446,0.476,0.59,0.416,0.395,0.401,0.364,0.399,0.351510176,0.502,0.891,6,0,2006,Philadelphia 76ers
0.436,10.8,0.889,0.304,0.149,0.217,0.218,0.111,0.026418,0.084582,0.453,0.592,0.395,0.345,0.405,0.299,0.406,0.265580052,0.558,0.897,3,0,2002,Philadelphia 76ers
0.459,10.8,0.836,0.382,0.112,0.138,0.204,0.164,0.04674,0.11726,0.486,0.598,0.385,0.397,0.394,0.318,0.348,0.306041958,0.516,0.809,14,1,2009,Philadelphia 76ers
0.472,13.3,0.656,0.272,0.168,0.109,0.107,0.344,0.051944,0.292056,0.526,0.702,0.401,0.383,0.421,0.369,0.397,0.364020024,0.556,0.954,20,0,2018,Philadelphia 76ers
0.428,11.3,0.842,0.319,0.132,0.174,0.216,0.158,0.049928,0.108072,0.445,0.562,0.37,0.36,0.385,0.342,0.383,0.32305848,0.567,0.92,7,0,2004,Philadelphia 76ers
0.435,11.4,0.742,0.353,0.19,0.087,0.111,0.258,0.049794,0.208206,0.477,0.601,0.356,0.374,0.373,0.312,0.331,0.30745601,0.507,0.879,13,3,2014,Philadelphia 76ers
0.444,12.7,0.791,0.263,0.153,0.147,0.228,0.209,0.0627,0.1463,0.466,0.62,0.381,0.409,0.381,0.36,0.381,0.351,0.56,0.855,11,0,2013,Philadelphia 76ers
0.442,12.5,0.68,0.313,0.145,0.115,0.107,0.32,0.06688,0.25312,0.492,0.618,0.387,0.399,0.369,0.334,0.366,0.32554488,0.467,0.823,16,0,2018,Phoenix Suns
0.447,11.1,0.842,0.33,0.142,0.162,0.208,0.158,0.034602,0.123398,0.469,0.588,0.388,0.387,0.4,0.327,0.313,0.330925736,0.567,0.796,7,0,2002,Phoenix Suns
0.492,12.5,0.739,0.312,0.135,0.106,0.185,0.261,0.067338,0.193662,0.52,0.637,0.462,0.44,0.409,0.412,0.443,0.401221024,0.509,0.801,13,1,2010,Phoenix Suns
0.477,13,0.711,0.3,0.119,0.12,0.172,0.289,0.090168,0.198832,0.512,0.64,0.421,0.418,0.416,0.393,0.413,0.383930233,0.483,0.869,22,1,2005,Phoenix Suns
0.443,12.7,0.79,0.281,0.158,0.113,0.237,0.21,0.05796,0.15204,0.473,0.646,0.345,0.38,0.396,0.33,0.366,0.316276243,0.564,0.831,12,0,2013,Phoenix Suns
0.436,11.9,0.844,0.262,0.172,0.164,0.246,0.156,0.044304,0.111696,0.458,0.61,0.352,0.387,0.418,0.315,0.311,0.316586592,0.615,0.898,13,0,2001,Phoenix Suns
0.435,12.6,0.698,0.3,0.151,0.092,0.155,0.302,0.068252,0.233748,0.472,0.614,0.349,0.396,0.362,0.348,0.368,0.342160207,0.47,0.831,12,0,2016,Phoenix Suns
0.47,13.4,0.729,0.253,0.167,0.116,0.193,0.271,0.071273,0.199727,0.505,0.701,0.385,0.429,0.396,0.377,0.41,0.365223881,0.531,0.869,15,0,2011,Phoenix Suns
0.443,11.2,0.83,0.323,0.148,0.147,0.213,0.17,0.06137,0.10863,0.464,0.575,0.395,0.386,0.398,0.343,0.398,0.311928013,0.53,0.85,14,0,2003,Phoenix Suns
0.504,10.9,0.784,0.363,0.164,0.1,0.158,0.216,0.064152,0.151848,0.537,0.665,0.442,0.387,0.437,0.383,0.394,0.378352774,0.52,0.796,18,0,2009,Phoenix Suns
0.5,12.7,0.74,0.31,0.116,0.102,0.211,0.26,0.08372,0.17628,0.538,0.671,0.44,0.439,0.444,0.393,0.401,0.38920059,0.6,0.818,5,0,2008,Phoenix Suns
0.479,14.4,0.707,0.254,0.089,0.104,0.26,0.293,0.083798,0.209202,0.511,0.662,0.413,0.415,0.437,0.399,0.42,0.390588235,0.569,0.84,10,0,2006,Phoenix Suns
0.443,11.4,0.82,0.327,0.137,0.146,0.21,0.18,0.06066,0.11934,0.465,0.587,0.441,0.35,0.371,0.345,0.407,0.313485671,0.482,0.87,14,0,2004,Phoenix Suns
0.463,13.1,0.7,0.29,0.149,0.118,0.143,0.3,0.0819,0.2181,0.503,0.648,0.374,0.43,0.403,0.372,0.404,0.359983494,0.388,0.824,16,0,2014,Phoenix Suns
0.494,13.1,0.713,0.31,0.104,0.097,0.202,0.287,0.090405,0.196595,0.532,0.671,0.455,0.433,0.407,0.399,0.448,0.376467153,0.557,0.856,15,0,2007,Phoenix Suns
0.458,13.3,0.762,0.253,0.165,0.118,0.226,0.238,0.056644,0.181356,0.494,0.678,0.388,0.384,0.424,0.343,0.354,0.339564304,0.549,0.811,11,0,2012,Phoenix Suns
0.452,13.1,0.709,0.293,0.139,0.125,0.153,0.291,0.084099,0.206901,0.497,0.644,0.373,0.429,0.382,0.341,0.362,0.332464135,0.443,0.801,19,1,2015,Phoenix Suns
0.45,12.5,0.745,0.306,0.154,0.12,0.165,0.255,0.068595,0.186405,0.491,0.629,0.412,0.402,0.374,0.332,0.329,0.333103967,0.421,0.789,20,0,2017,Phoenix Suns
0.45,12.4,0.802,0.307,0.123,0.117,0.255,0.198,0.041184,0.156816,0.474,0.612,0.361,0.397,0.397,0.354,0.394,0.343494949,0.602,0.856,11,0,2002,Portland Trail Blazers
0.45,12.2,0.807,0.288,0.162,0.105,0.253,0.193,0.070059,0.122941,0.474,0.589,0.441,0.38,0.405,0.346,0.396,0.317507064,0.464,0.885,23,0,2007,Portland Trail Blazers
0.468,11.9,0.835,0.299,0.153,0.129,0.254,0.165,0.03597,0.12903,0.492,0.635,0.391,0.409,0.425,0.349,0.343,0.350672634,0.629,0.829,8,0,2001,Portland Trail Blazers
0.448,13.6,0.716,0.284,0.126,0.095,0.211,0.284,0.067876,0.216124,0.486,0.62,0.381,0.426,0.394,0.353,0.397,0.33918134,0.529,0.816,13,0,2013,Portland Trail Blazers
0.465,12.8,0.761,0.294,0.126,0.109,0.231,0.239,0.094405,0.144595,0.49,0.621,0.419,0.382,0.414,0.383,0.402,0.370595041,0.467,0.901,29,1,2009,Portland Trail Blazers
0.461,12.9,0.785,0.286,0.111,0.133,0.255,0.215,0.07353,0.14147,0.49,0.625,0.425,0.408,0.41,0.354,0.389,0.335808511,0.494,0.91,27,0,2010,Portland Trail Blazers
0.45,13.3,0.668,0.282,0.137,0.092,0.157,0.332,0.079016,0.252984,0.49,0.607,0.361,0.436,0.423,0.37,0.388,0.364377953,0.469,0.771,11,0,2016,Portland Trail Blazers
0.459,13.4,0.678,0.299,0.141,0.091,0.148,0.322,0.064078,0.257922,0.499,0.596,0.418,0.441,0.417,0.375,0.375,0.375,0.444,0.789,18,0,2017,Portland Trail Blazers
0.448,11.5,0.83,0.3,0.171,0.141,0.218,0.17,0.03196,0.13804,0.469,0.597,0.41,0.415,0.375,0.346,0.362,0.342295567,0.571,0.866,10,0,2004,Portland Trail Blazers
0.443,13,0.745,0.294,0.139,0.097,0.216,0.255,0.07803,0.17697,0.477,0.606,0.391,0.37,0.404,0.346,0.397,0.323512968,0.483,0.879,15,0,2012,Portland Trail Blazers
0.451,11.1,0.819,0.335,0.161,0.11,0.213,0.181,0.038553,0.142447,0.471,0.611,0.382,0.341,0.384,0.362,0.397,0.352527319,0.553,0.84,10,0,2005,Portland Trail Blazers
0.452,13,0.676,0.283,0.155,0.111,0.127,0.324,0.0567,0.2673,0.493,0.609,0.383,0.434,0.418,0.366,0.386,0.361757576,0.416,0.721,4,0,2018,Portland Trail Blazers
0.45,14.2,0.684,0.247,0.134,0.112,0.19,0.316,0.078684,0.237316,0.491,0.652,0.411,0.402,0.392,0.362,0.391,0.35238482,0.495,0.776,14,0,2015,Portland Trail Blazers
0.445,11.9,0.834,0.31,0.143,0.097,0.283,0.166,0.046978,0.119022,0.464,0.599,0.367,0.407,0.386,0.349,0.363,0.343474198,0.485,0.86,16,1,2006,Portland Trail Blazers
0.448,14.1,0.782,0.214,0.137,0.121,0.311,0.218,0.082622,0.135378,0.468,0.603,0.43,0.407,0.416,0.377,0.409,0.357470209,0.516,0.92,29,1,2008,Portland Trail Blazers
0.45,13.9,0.71,0.258,0.133,0.11,0.208,0.29,0.07308,0.21692,0.481,0.628,0.368,0.387,0.422,0.372,0.39,0.365935829,0.523,0.816,10,0,2014,Portland Trail Blazers
0.46,11.4,0.823,0.317,0.159,0.132,0.215,0.177,0.041595,0.135405,0.488,0.635,0.407,0.42,0.374,0.33,0.356,0.322013072,0.585,0.881,22,0,2003,Portland Trail Blazers
0.447,12.6,0.772,0.283,0.168,0.115,0.206,0.228,0.072276,0.155724,0.477,0.645,0.387,0.378,0.376,0.345,0.391,0.323650073,0.515,0.934,23,0,2011,Portland Trail Blazers
0.449,12,0.817,0.265,0.219,0.112,0.221,0.183,0.052338,0.130662,0.475,0.68,0.36,0.401,0.38,0.335,0.403,0.307761905,0.48,0.879,24,1,2011,Sacramento Kings
0.45,12.7,0.768,0.294,0.142,0.077,0.255,0.232,0.045008,0.186992,0.48,0.6,0.418,0.38,0.408,0.35,0.357,0.348315136,0.502,0.858,4,0,2007,Sacramento Kings
0.447,12.7,0.762,0.29,0.141,0.103,0.229,0.238,0.064022,0.173978,0.472,0.596,0.378,0.408,0.402,0.368,0.421,0.34849658,0.481,0.79,17,0,2009,Sacramento Kings
0.464,12,0.792,0.33,0.124,0.098,0.239,0.208,0.055536,0.152464,0.488,0.599,0.391,0.397,0.423,0.373,0.389,0.367171896,0.451,0.833,8,0,2008,Sacramento Kings
0.447,12.3,0.782,0.249,0.239,0.106,0.188,0.218,0.04469,0.17331,0.479,0.665,0.391,0.412,0.383,0.333,0.374,0.322427673,0.463,0.76,8,1,2014,Sacramento Kings
0.464,11.6,0.74,0.297,0.223,0.066,0.155,0.26,0.0598,0.2002,0.5,0.65,0.404,0.411,0.389,0.359,0.418,0.341376623,0.55,0.856,15,0,2016,Sacramento Kings
0.454,13.3,0.783,0.281,0.118,0.07,0.315,0.217,0.053599,0.163401,0.483,0.628,0.427,0.382,0.397,0.351,0.365,0.346407703,0.566,0.874,10,0,2006,Sacramento Kings
0.449,11.8,0.806,0.295,0.185,0.097,0.23,0.194,0.0485,0.1455,0.472,0.644,0.363,0.384,0.377,0.354,0.364,0.350666667,0.554,0.797,20,2,2001,Sacramento Kings
0.462,13,0.777,0.277,0.128,0.089,0.284,0.223,0.068461,0.154539,0.48,0.636,0.34,0.383,0.421,0.401,0.422,0.39169697,0.653,0.862,12,0,2004,Sacramento Kings
0.45,12.9,0.722,0.242,0.205,0.115,0.159,0.278,0.0556,0.2224,0.479,0.642,0.395,0.385,0.407,0.375,0.409,0.3665,0.477,0.817,25,0,2018,Sacramento Kings
0.456,11.6,0.799,0.327,0.159,0.094,0.22,0.201,0.050451,0.150549,0.483,0.61,0.385,0.427,0.388,0.349,0.418,0.32587717,0.471,0.882,17,0,2010,Sacramento Kings
0.436,11.8,0.772,0.306,0.219,0.076,0.172,0.228,0.061104,0.166896,0.471,0.64,0.362,0.353,0.362,0.316,0.341,0.306846995,0.456,0.783,12,1,2012,Sacramento Kings
0.461,13.1,0.709,0.258,0.195,0.1,0.155,0.291,0.068967,0.222033,0.496,0.642,0.421,0.412,0.402,0.376,0.416,0.36357536,0.506,0.875,18,0,2017,Sacramento Kings
0.464,12.5,0.816,0.282,0.142,0.099,0.293,0.184,0.066608,0.117392,0.482,0.652,0.38,0.375,0.405,0.381,0.431,0.352630094,0.583,0.874,25,0,2003,Sacramento Kings
0.467,11.7,0.834,0.317,0.135,0.104,0.278,0.166,0.052622,0.113378,0.486,0.626,0.383,0.402,0.409,0.367,0.399,0.352147877,0.56,0.866,8,0,2002,Sacramento Kings
0.459,13.4,0.8,0.258,0.125,0.081,0.336,0.2,0.0508,0.1492,0.48,0.618,0.435,0.38,0.415,0.374,0.418,0.359018767,0.582,0.852,9,0,2005,Sacramento Kings
0.447,12.2,0.757,0.291,0.211,0.082,0.172,0.243,0.064395,0.178605,0.474,0.63,0.392,0.385,0.354,0.363,0.384,0.355428571,0.491,0.807,15,1,2013,Sacramento Kings
0.455,11.5,0.796,0.299,0.222,0.094,0.181,0.204,0.060996,0.143004,0.484,0.655,0.355,0.417,0.395,0.341,0.367,0.329910128,0.503,0.837,12,0,2015,Sacramento Kings
0.469,13.5,0.719,0.255,0.159,0.116,0.191,0.281,0.075308,0.205692,0.5,0.644,0.429,0.391,0.431,0.391,0.433,0.375622951,0.525,0.874,12,0,2017,San Antonio Spurs
0.462,11.2,0.798,0.313,0.189,0.133,0.163,0.202,0.0808,0.1212,0.489,0.634,0.423,0.388,0.371,0.354,0.376,0.339333333,0.499,0.909,10,0,2003,San Antonio Spurs
0.478,12.4,0.743,0.278,0.203,0.099,0.164,0.257,0.080955,0.176045,0.507,0.677,0.395,0.429,0.407,0.393,0.415,0.382883212,0.508,0.873,6,0,2012,San Antonio Spurs
0.474,12.7,0.753,0.288,0.155,0.107,0.204,0.247,0.094848,0.152152,0.504,0.653,0.444,0.406,0.392,0.381,0.406,0.365415584,0.523,0.934,9,0,2007,San Antonio Spurs
0.461,11.9,0.825,0.26,0.183,0.178,0.205,0.175,0.060375,0.114625,0.472,0.652,0.359,0.4,0.406,0.407,0.485,0.365916031,0.569,0.876,12,1,2001,San Antonio Spurs
0.484,12.2,0.777,0.264,0.175,0.137,0.201,0.223,0.063109,0.159891,0.515,0.667,0.452,0.44,0.421,0.375,0.373,0.3757894,0.549,0.905,11,0,2016,San Antonio Spurs
0.457,13.2,0.749,0.248,0.157,0.116,0.227,0.251,0.103914,0.147086,0.487,0.649,0.401,0.402,0.413,0.369,0.401,0.346392491,0.498,0.928,11,0,2008,San Antonio Spurs
0.457,12.7,0.718,0.261,0.169,0.143,0.144,0.282,0.06627,0.21573,0.499,0.66,0.406,0.416,0.4,0.352,0.4,0.337254902,0.497,0.897,16,0,2018,San Antonio Spurs
0.481,12.5,0.736,0.298,0.178,0.096,0.163,0.264,0.0924,0.1716,0.519,0.663,0.411,0.433,0.423,0.376,0.412,0.356615385,0.572,0.905,12,0,2013,San Antonio Spurs
0.472,11.8,0.785,0.295,0.187,0.109,0.194,0.215,0.08772,0.12728,0.496,0.657,0.407,0.399,0.39,0.385,0.432,0.352608108,0.504,0.901,8,0,2006,San Antonio Spurs
0.466,13.4,0.752,0.253,0.14,0.109,0.25,0.248,0.093248,0.154752,0.492,0.616,0.456,0.405,0.424,0.386,0.394,0.381179487,0.489,0.885,9,0,2009,San Antonio Spurs
0.486,12.6,0.743,0.287,0.185,0.09,0.181,0.257,0.076843,0.180157,0.517,0.673,0.437,0.389,0.413,0.397,0.41,0.391455064,0.554,0.872,11,0,2014,San Antonio Spurs
0.475,12.7,0.739,0.264,0.201,0.106,0.167,0.261,0.095787,0.165213,0.503,0.662,0.43,0.407,0.4,0.397,0.421,0.383085308,0.507,0.858,7,0,2011,San Antonio Spurs
0.442,11.6,0.823,0.282,0.197,0.144,0.2,0.177,0.064251,0.112749,0.46,0.623,0.373,0.383,0.371,0.358,0.394,0.337485086,0.543,0.868,12,0,2004,San Antonio Spurs
0.453,11.6,0.784,0.293,0.201,0.118,0.173,0.216,0.093096,0.122904,0.478,0.637,0.399,0.378,0.369,0.363,0.388,0.344063269,0.536,0.939,8,0,2005,San Antonio Spurs
0.468,12.5,0.731,0.276,0.203,0.103,0.148,0.269,0.077203,0.191797,0.505,0.636,0.461,0.403,0.394,0.367,0.425,0.343653576,0.544,0.919,10,0,2015,San Antonio Spurs
0.473,12.2,0.768,0.312,0.146,0.108,0.203,0.232,0.08584,0.14616,0.508,0.649,0.431,0.388,0.408,0.358,0.385,0.342142857,0.514,0.892,11,0,2010,San Antonio Spurs
0.458,11.2,0.81,0.314,0.166,0.177,0.153,0.19,0.06916,0.12084,0.48,0.643,0.407,0.369,0.356,0.362,0.44,0.317358491,0.507,0.886,8,0,2002,San Antonio Spurs
0.456,10.7,0.824,0.305,0.226,0.129,0.164,0.176,0.041712,0.134288,0.468,0.643,0.356,0.363,0.377,0.399,0.401,0.398378768,0.538,0.886,9,0,2001,Oklahoma City Thunder
0.459,12.5,0.757,0.275,0.173,0.124,0.184,0.243,0.050301,0.192699,0.487,0.615,0.42,0.401,0.415,0.371,0.412,0.360297604,0.481,0.836,19,0,2006,Oklahoma City Thunder
0.469,11.8,0.807,0.28,0.19,0.121,0.216,0.193,0.050373,0.142627,0.49,0.636,0.387,0.393,0.446,0.378,0.374,0.37941272,0.56,0.912,8,0,2002,Oklahoma City Thunder
0.444,11.6,0.866,0.287,0.159,0.144,0.277,0.134,0.032562,0.101438,0.462,0.594,0.39,0.377,0.408,0.333,0.377,0.318875826,0.527,0.85,5,0,2008,Oklahoma City Thunder
0.437,12.6,0.804,0.247,0.177,0.129,0.25,0.196,0.052528,0.143472,0.458,0.633,0.366,0.426,0.366,0.353,0.344,0.356295082,0.56,0.906,10,0,2003,Oklahoma City Thunder
0.446,13.5,0.706,0.245,0.158,0.121,0.182,0.294,0.079968,0.214032,0.476,0.655,0.377,0.389,0.38,0.373,0.408,0.359923077,0.519,0.876,19,0,2004,Oklahoma City Thunder
0.444,12.9,0.719,0.276,0.16,0.118,0.165,0.281,0.067159,0.213841,0.474,0.605,0.397,0.397,0.385,0.365,0.399,0.354321945,0.411,0.865,19,0,2005,Oklahoma City Thunder
0.46,11.8,0.781,0.291,0.183,0.137,0.17,0.219,0.051465,0.167535,0.487,0.625,0.421,0.391,0.401,0.362,0.349,0.365993464,0.503,0.811,14,0,2007,Oklahoma City Thunder
0.458,13.1,0.807,0.264,0.117,0.132,0.294,0.193,0.047671,0.145329,0.478,0.601,0.42,0.375,0.438,0.372,0.421,0.355926959,0.543,0.91,16,0,2009,Toronto Raptors
0.455,13.2,0.698,0.253,0.195,0.104,0.146,0.302,0.078822,0.223178,0.499,0.646,0.446,0.393,0.393,0.352,0.413,0.330456022,0.476,0.781,10,0,2015,Toronto Raptors
0.437,12.8,0.833,0.264,0.124,0.145,0.3,0.167,0.037241,0.129759,0.451,0.602,0.35,0.373,0.397,0.369,0.396,0.361250965,0.63,0.828,15,0,2001,Toronto Raptors
0.451,12.3,0.713,0.277,0.187,0.111,0.139,0.287,0.08323,0.20377,0.483,0.624,0.409,0.394,0.374,0.37,0.413,0.35243662,0.4,0.869,9,1,2016,Toronto Raptors
0.44,13.1,0.791,0.271,0.151,0.106,0.263,0.209,0.050369,0.158631,0.467,0.633,0.402,0.383,0.366,0.34,0.34,0.34,0.562,0.858,12,0,2012,Toronto Raptors
0.444,12.9,0.747,0.283,0.123,0.136,0.206,0.253,0.097152,0.155848,0.463,0.564,0.403,0.402,0.401,0.385,0.416,0.365675325,0.488,0.843,13,0,2005,Toronto Raptors
0.418,13.1,0.796,0.252,0.123,0.155,0.267,0.204,0.092004,0.111996,0.434,0.575,0.398,0.346,0.368,0.356,0.405,0.315746812,0.519,0.944,8,0,2004,Toronto Raptors
0.464,13.2,0.711,0.254,0.185,0.12,0.153,0.289,0.078897,0.210103,0.505,0.631,0.45,0.449,0.407,0.363,0.381,0.356240715,0.372,0.817,12,1,2017,Toronto Raptors
0.445,13.6,0.715,0.226,0.206,0.103,0.181,0.285,0.073815,0.211185,0.475,0.642,0.417,0.402,0.372,0.372,0.388,0.366407557,0.501,0.835,12,2,2014,Toronto Raptors
0.454,12.9,0.756,0.279,0.135,0.128,0.214,0.244,0.085888,0.158112,0.479,0.584,0.431,0.376,0.433,0.375,0.382,0.371197531,0.449,0.842,13,1,2006,Toronto Raptors
0.434,12.2,0.835,0.284,0.121,0.192,0.238,0.165,0.03531,0.12969,0.451,0.578,0.395,0.377,0.387,0.349,0.418,0.33021374,0.571,0.858,18,0,2002,Toronto Raptors
0.472,13.2,0.623,0.291,0.16,0.098,0.074,0.377,0.091611,0.285389,0.541,0.681,0.414,0.428,0.419,0.358,0.396,0.345801849,0.499,0.816,19,1,2018,Toronto Raptors
0.465,11.8,0.838,0.325,0.157,0.112,0.245,0.162,0.037908,0.124092,0.494,0.627,0.414,0.439,0.394,0.316,0.337,0.309584856,0.534,0.872,12,0,2011,Toronto Raptors
0.463,13.2,0.776,0.277,0.109,0.117,0.273,0.224,0.073696,0.150304,0.492,0.619,0.429,0.379,0.437,0.363,0.427,0.33161997,0.536,0.906,13,1,2007,Toronto Raptors
0.482,12.6,0.789,0.308,0.133,0.111,0.238,0.211,0.045365,0.165635,0.512,0.64,0.453,0.429,0.419,0.371,0.443,0.351280255,0.51,0.842,36,2,2010,Toronto Raptors
0.427,12.4,0.821,0.278,0.135,0.144,0.263,0.179,0.048688,0.130312,0.446,0.586,0.366,0.381,0.374,0.343,0.389,0.325813187,0.51,0.829,10,0,2003,Toronto Raptors
0.468,13.6,0.783,0.272,0.085,0.111,0.314,0.217,0.067487,0.149513,0.489,0.603,0.443,0.426,0.425,0.392,0.412,0.382972424,0.549,0.944,19,3,2008,Toronto Raptors
0.446,13.5,0.751,0.239,0.169,0.123,0.22,0.249,0.05229,0.19671,0.48,0.655,0.427,0.404,0.372,0.343,0.355,0.339810127,0.541,0.809,9,0,2013,Toronto Raptors
0.436,11.5,0.873,0.357,0.085,0.104,0.327,0.127,0.029083,0.097917,0.453,0.555,0.353,0.357,0.397,0.321,0.361,0.309119326,0.598,0.845,8,0,2004,Utah Jazz
0.491,10.9,0.816,0.383,0.121,0.092,0.22,0.184,0.03772,0.14628,0.519,0.637,0.422,0.409,0.415,0.364,0.453,0.341050314,0.652,0.841,9,0,2010,Utah Jazz
0.442,11.7,0.851,0.348,0.097,0.109,0.297,0.149,0.019221,0.129779,0.461,0.588,0.337,0.389,0.378,0.336,0.37,0.330964409,0.62,0.846,10,1,2006,Utah Jazz
0.45,10.7,0.868,0.38,0.102,0.124,0.261,0.132,0.02838,0.10362,0.468,0.584,0.3,0.369,0.411,0.333,0.343,0.330261146,0.678,0.871,7,0,2002,Utah Jazz
0.465,12.1,0.809,0.296,0.181,0.111,0.221,0.191,0.035144,0.155856,0.493,0.652,0.398,0.396,0.406,0.346,0.368,0.341039216,0.588,0.862,16,1,2011,Utah Jazz
0.449,11.6,0.879,0.336,0.093,0.137,0.312,0.121,0.030492,0.090508,0.465,0.589,0.363,0.378,0.402,0.328,0.38,0.310481283,0.625,0.86,14,0,2005,Utah Jazz
0.471,10.9,0.865,0.348,0.134,0.124,0.259,0.135,0.036585,0.098415,0.485,0.625,0.369,0.382,0.404,0.381,0.446,0.356836763,0.693,0.874,7,0,2001,Utah Jazz
0.456,11.2,0.847,0.287,0.238,0.118,0.204,0.153,0.030294,0.122706,0.48,0.672,0.42,0.333,0.365,0.323,0.329,0.321518703,0.529,0.908,12,0,2012,Utah Jazz
0.462,13.2,0.643,0.284,0.151,0.1,0.108,0.357,0.095676,0.261324,0.515,0.674,0.37,0.398,0.408,0.366,0.418,0.346961749,0.5,0.805,14,0,2018,Utah Jazz
0.466,13.1,0.673,0.297,0.152,0.105,0.118,0.327,0.09156,0.23544,0.511,0.651,0.413,0.427,0.363,0.372,0.385,0.366944444,0.454,0.799,14,1,2017,Utah Jazz
0.447,12.6,0.726,0.296,0.173,0.096,0.161,0.274,0.07535,0.19865,0.486,0.673,0.332,0.395,0.363,0.343,0.376,0.330482759,0.473,0.9,18,1,2015,Utah Jazz
0.474,11.4,0.837,0.359,0.107,0.113,0.257,0.163,0.025917,0.137083,0.501,0.621,0.371,0.401,0.432,0.335,0.298,0.341995244,0.632,0.867,13,0,2007,Utah Jazz
0.444,12.7,0.763,0.281,0.177,0.106,0.199,0.237,0.057828,0.179172,0.474,0.653,0.367,0.374,0.372,0.344,0.393,0.328185185,0.486,0.91,21,0,2014,Utah Jazz
0.497,11.2,0.834,0.375,0.099,0.1,0.26,0.166,0.03237,0.13363,0.522,0.641,0.425,0.416,0.429,0.372,0.404,0.364248447,0.629,0.882,19,0,2008,Utah Jazz
0.468,11.1,0.896,0.337,0.111,0.139,0.31,0.104,0.0208,0.0832,0.481,0.634,0.338,0.392,0.406,0.349,0.391,0.3385,0.713,0.884,10,1,2003,Utah Jazz
0.454,12.5,0.794,0.274,0.192,0.105,0.224,0.206,0.045114,0.160886,0.477,0.662,0.377,0.375,0.383,0.366,0.378,0.362635083,0.554,0.893,16,0,2013,Utah Jazz
0.449,12.3,0.703,0.282,0.177,0.119,0.126,0.297,0.093258,0.203742,0.488,0.633,0.394,0.401,0.378,0.355,0.389,0.339437318,0.435,0.821,22,0,2016,Utah Jazz
0.475,11.2,0.831,0.379,0.101,0.091,0.259,0.169,0.034645,0.134355,0.5,0.614,0.371,0.422,0.412,0.349,0.4,0.335849057,0.609,0.893,9,0,2009,Utah Jazz
0.439,12.9,0.855,0.217,0.184,0.13,0.323,0.145,0.038715,0.106285,0.455,0.63,0.359,0.375,0.424,0.343,0.316,0.352834925,0.635,0.874,3,0,2001,Memphis Grizzlies
0.443,12.2,0.828,0.281,0.171,0.129,0.247,0.172,0.050224,0.121776,0.465,0.648,0.353,0.382,0.38,0.332,0.348,0.32540113,0.468,0.89,11,0,2011,Washington Wizards
0.441,12.2,0.804,0.299,0.167,0.109,0.227,0.196,0.057624,0.138376,0.47,0.661,0.339,0.347,0.376,0.32,0.389,0.291266289,0.467,0.858,6,1,2012,Washington Wizards
0.44,12.7,0.873,0.231,0.13,0.203,0.309,0.127,0.035052,0.091948,0.459,0.623,0.313,0.423,0.422,0.312,0.335,0.303232044,0.541,0.893,2,0,2003,Washington Wizards
